iso	name	region	category	family	tags	tags_catalog	tags_auto	has_catalog_wikipedia_url	in_catalog	in_mixer_map	mixer_ready	bases	base_count	has_invalid_bases	invalid_bases	has_unique_base	base_set_key	base_set_cluster_size	wiki_lists	wiki_lists_direct	wiki_lists_inferred	wiki_inferred_by	wiki_titles	wiki_sources	wiki_names	wiki_items_count
gyalrong	Gyalrong	Sino-Tibetan region	Sino-Tibetan	Gyalrongic				false	true	true	true	47,58	2	false		false	47,58	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of China – spoken languages	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_China	Gyalrong (rGyalrong, Jiarong)	1
gyalrongic	Gyalrongic	Sino-Tibetan region	Sino-Tibetan	Gyalrongic				true	true	true	true	58	1	false		false	58	1	tools/mixer-meta/wikipedia-gongduk-language.json		tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative	https://en.wikipedia.org/wiki/Gongduk_language		0
gyeonggi-seoul-dialect	Gyeonggi / Seoul Korean	East Asia	Koreanic	South Korean				false	true	true	true	10,12,30	3	false		false	10,12,30	1								0
gyeongsang-dialect	Gyeongsang Korean	East Asia	Koreanic	South Korean	space		space	false	true	true	true	10,12,31	3	false		false	10,12,31	1								0
gyong	Gyong	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,146	3	false		false	112,113,146	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Gyong	1
gyr	Guarayu	South America	Tupian	Tupian	diacritics;hyphen;space		diacritics;hyphen;space	true	true	true	true	173,292,423	3	false		false	173,292,423	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Guarayu	1
ha-em	Ha Em	Asia	Tai-Kadai	Hlai	space		space	false	true	true	true	251,318	2	false		false	251,318	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
hachijo	Hachijo	Asia	Japonic	Japanese dialects				false	true	true	true	12	1	false		false	12	9	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
hadza	Hadza	Africa	Isolate	Hadza isolate	diacritics		diacritics	false	true	true	true	363	1	false		true	363	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
haflong-hindi	Haflong Hindi	Misc	Pidgin	Pidgin	pidgin	pidgin		false	true	true	true	1,183,201	3	false		false	1,183,201	1								0
hagei	Hagei	Asia	Tai-Kadai	Kra	apostrophe;space		apostrophe;space	false	true	true	true	317,532,533	3	false		false	317,532,533	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
hagen	Hagen	Pacific	Papuan	Chimbu–Wahgi	space		space	false	true	true	true	193,194,263	3	false		false	193,194,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
haida	Haida	North America	Language isolate	Language isolate	apostrophe;space		apostrophe;space	true	true	true	true	221	1	false		true	221	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-languages-of-north-america.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-languages-of-north-america.json	region:North America	Wikipedia: Indigenous languages of the Americas – macro-family subset;Wikipedia: Languages of North America	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas;https://en.wikipedia.org/wiki/Languages_of_North_America	Haida	1
hailar-dagur	Hailar Dagur	Asia	Mongolic	Mongolic				false	true	true	true	381	1	false		false	381	42	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
hainanese	Hainanese	East Asia	Sino-Tibetan	Min	hyphen;space		hyphen;space	false	true	true	true	29,68	2	false		false	29,68	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of China – spoken languages	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_China	Hainanese	1
haitian-creole	Haitian Creole	Caribbean	Creole	French-based	creole;hyphen;space	creole	hyphen;space	true	true	true	true	258	1	false		false	258	1	tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json			Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Haitian Creole	1
hakaona	Hakaona	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,147	3	false		false	112,113,147	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Hakaona	1
haketia	Haketia	Europe	Romance	Judeo-Spanish				false	true	true	true	2,4,18	3	false		false	2,4,18	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
hakka	Hakka	Sino-Tibetan region	Sino-Tibetan	Hakka	hyphen;space		hyphen;space	true	true	true	true	11,29,63	3	false		false	11,29,63	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of China – spoken languages;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_China;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Hakka;Hakka Chinese	3
haklau-min	Haklau Min	East Asia	Sino-Tibetan	Min	hyphen;space		hyphen;space	false	true	true	true	29,68,70	3	false		false	29,68,70	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of China – spoken languages	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_China	Haklau Min	1
halang-bahnaric	Halang	Asia	Austroasiatic	Bahnaric	hyphen;space		hyphen;space	false	true	true	true	29,193,251,367	4	false		false	29,193,251,367	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
halmahera-sea	Halmahera Sea	Pacific	Austronesian	Austronesian	family	family		false	true	true	false	522	1	false		false	522	0	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
hamgyong-dialect	Hamgyŏng Korean	East Asia	Koreanic	North Korean				false	true	true	true	10,11,12,30	4	false		false	10,11,12,30	1								0
hamtai	Hamtai	Pacific	Papuan	Angan				false	true	true	true	360,366	2	false		false	360,366	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
han-samhan	Han (Samhan)	East Asia	Koreanic	Ancient Koreanic	extinct;space	extinct	space	false	true	true	true	10,31,69	3	false		false	10,31,69	1								0
hanga	Hanga	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,148	3	false		false	112,113,148	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Hanga	1
hani	Hani	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan				false	true	true	true	64,107	2	false		false	64,107	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of China – spoken languages;Wikipedia: List of mutually intelligible languages – full article list	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_China;https://en.wikipedia.org/wiki/List_of_mutually_intelligible_languages	Akha;Hani;Honi	4
harari	Harari	Horn of Africa	Afroasiatic	Harari-Argobba Ethio-Semitic	hyphen		hyphen	true	true	true	true	312	1	false		false	312	5								0
harari-east-gurage	Harari-East Gurage	Horn of Africa	Afroasiatic	Harari-Argobba Ethio-Semitic	hyphen		hyphen	false	true	true	true	312	1	false		false	312	5								0
hausa	Hausa	Africa	Afroasiatic	Chadic	hyphen		hyphen	true	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-by-phoneme-count-full.json;tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-languages-by-phoneme-count-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	region:Africa	Wikipedia: List of languages by number of phonemes – full article list;Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of languages by number of native speakers (seed subset);Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/List_of_languages_by_number_of_phonemes;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers;https://en.wikipedia.org/wiki/List_of_lingua_francas	Hausa	4
