i|name|filename|seedCount|d|m|min|max|region|family|seeds25|reviewed
200160|Sandawe|namebases-africa.js|51|s|0|4|12|Africa|Sandawe isolate|YES|NO
200160|Sandawe|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Sandawe isolate|NO|NO
200161|Sar|namebases-africa.js|49|lnrt|0|4|12|Africa|Central Sudanic|YES|NO
200161|Sar|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Central Sudanic|NO|NO
200162|Sarua|namebases-africa.js|44|bns|0|4|12|Africa|Chadic|YES|NO
200162|Sarua|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200163|Setlôkwa|namebases-africa.js|38|s|0|4|12|Africa|Niger-Congo|YES|NO
200163|Setlôkwa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200164|Sha|namebases-africa.js|43|amo|0|4|12|Africa|Chadic|YES|NO
200164|Sha|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200165|Sharwa|namebases-africa.js|44|fks|0|4|12|Africa|Chadic|YES|NO
200165|Sharwa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200166|Shenwa|namebases-africa.js|40|s|0|4|12|Africa|Zenati Berber|YES|NO
200166|Shenwa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Zenati Berber|NO|NO
200167|Siri (Chadic)|namebases-africa.js|45|alnrs|0|4|12|Africa|Chadic|YES|NO
200167|Siri (Chadic)|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200168|Siri Chadic|namebases-africa.js|45|kos|0|4|12|Africa|Chadic|YES|NO
200168|Siri Chadic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200169|Sokoro|namebases-africa.js|49|kos|0|4|12|Africa|Chadic|YES|NO
200169|Sokoro|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200170|Somrai|namebases-africa.js|49|bns|0|4|12|Africa|Chadic|YES|NO
200170|Somrai|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200171|South Banda|namebases-africa.js|44|bns|0|4|12|Africa|Ubangian|YES|NO
200171|South Banda|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Ubangian|NO|NO
200172|South Cushitic|namebases-africa.js|49|s|0|4|12|Africa|Cushitic|YES|NO
200172|South Cushitic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Cushitic|NO|NO
200173|South Giziga|namebases-africa.js|44|s|0|4|12|Africa|Chadic|YES|NO
200173|South Giziga|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200174|Southern Birifor|namebases-africa.js|42|s|0|4|12|Africa|Niger-Congo|YES|NO
200174|Southern Birifor|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200175|Southern Gabri|namebases-africa.js|49|fs|0|4|12|Africa|Chadic|YES|NO
200175|Southern Gabri|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200176|Standard Algerian Berber|namebases-africa.js|39|bns|0|4|12|Africa|Northern Berber|YES|NO
200176|Standard Algerian Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Northern Berber|NO|NO
200177|Standard Moroccan Amazigh|namebases-africa.js|35|alnrs|0|4|12|Africa|Northern Berber|YES|NO
200177|Standard Moroccan Amazigh|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Northern Berber|NO|NO
200178|Sukur Chadic|namebases-africa.js|40|flt|0|4|12|Africa|Chadic|YES|NO
200178|Sukur Chadic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200179|Taa|namebases-africa.js|48|kl|0|4|12|Africa|Tuu|YES|NO
200179|Taa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuu|NO|NO
200180|Tagdal Tuareg Berber|namebases-africa.js|44|amo|0|4|12|Africa|Tuareg Berber|YES|NO
200180|Tagdal Tuareg Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuareg Berber|NO|NO
200181|Tal|namebases-africa.js|43|lns|0|4|12|Africa|Chadic|YES|NO
200181|Tal|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200182|Tala|namebases-africa.js|46|fks|0|4|12|Africa|Chadic|YES|NO
200182|Tala|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200183|Talni|namebases-africa.js|41|kos|0|4|12|Africa|Niger-Congo|YES|NO
200183|Talni|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200184|Tamahaq|namebases-africa.js|39|fs|0|4|12|Africa|Tuareg Berber|YES|NO
200184|Tamahaq|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuareg Berber|NO|NO
200185|Tamasheq|namebases-africa.js|46|lns|0|4|12|Africa|Tuareg Berber|YES|NO
200185|Tamasheq|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuareg Berber|NO|NO
200186|Tambas|namebases-africa.js|43|ls|0|4|12|Africa|Chadic|YES|NO
200186|Tambas|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200187|Tamki|namebases-africa.js|44|fks|0|4|12|Africa|Chadic|YES|NO
200187|Tamki|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200188|Tawellemmet Berber|namebases-africa.js|33|s|0|4|12|Africa|Tuareg Berber|YES|NO
200188|Tawellemmet Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuareg Berber|NO|NO
200189|Temne|namebases-africa.js|51|lmns|0|4|12|Africa|Mel|YES|NO
200189|Temne|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Mel|NO|NO
200190|Tera|namebases-africa.js|49|aemot|0|4|12|Africa|Chadic|YES|NO
200190|Tera|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200191|Teshenawa|namebases-africa.js|46|kln|0|4|12|Africa|Chadic|YES|NO
200191|Teshenawa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200192|Tetserret Tuareg Berber|namebases-africa.js|33|kos|0|4|12|Africa|Tuareg Berber|YES|NO
200192|Tetserret Tuareg Berber|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Tuareg Berber|NO|NO
200193|Tikar|namebases-africa.js|50|lnrs|0|4|12|Africa|Niger-Congo|YES|NO
200193|Tikar|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200194|Tiro|namebases-africa.js|43|s|0|4|12|Africa|Niger-Congo|YES|NO
200194|Tiro|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200195|Tobanga|namebases-africa.js|49|fks|0|4|12|Africa|Chadic|YES|NO
200195|Tobanga|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200196|Tonga Mozambique|namebases-africa.js|43|bns|0|4|12|Africa|Niger-Congo|YES|NO
200196|Tonga Mozambique|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200197|Tonga Zimbabwe Zambia Mozambique|namebases-africa.js|41|s|0|4|12|Africa|Niger-Congo|YES|NO
200197|Tonga Zimbabwe Zambia Mozambique|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200198|Toram|namebases-africa.js|49|a|0|4|12|Africa|Chadic|YES|NO
200198|Toram|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200199|Tsotsitaal and Camtho, aka Iscamtho|namebases-africa.js|10|ns|0|4|12|Africa|Niger-Congo|NO|NO
200199|Tsotsitaal and Camtho, aka Iscamtho|namebases-dedicated.js|10|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200200|Tsuvan|namebases-africa.js|44|denos|0|4|12|Africa|Chadic|YES|NO
200200|Tsuvan|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200201|Tswa|namebases-africa.js|32|s|0|4|12|Africa|Niger-Congo|YES|NO
200201|Tswa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200202|Tumak|namebases-africa.js|49|ars|0|4|12|Africa|Chadic|YES|NO
200202|Tumak|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200203|Tunisian Arabic|namebases-africa.js|47|bns|0|4|12|Africa|Arabic|YES|NO
200203|Tunisian Arabic|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Arabic|NO|NO
200204|Twi|namebases-africa.js|38|mst|0|4|12|Africa|Niger-Congo|YES|NO
200204|Twi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200205|Ubi|namebases-africa.js|44|cf|0|4|12|Africa|Chadic|YES|NO
200205|Ubi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200206|Vame|namebases-africa.js|47|s|0|4|12|Africa|Chadic|YES|NO
200206|Vame|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200207|Vemgo-Mabas|namebases-africa.js|48|ns|0|4|12|Africa|Chadic|YES|NO
200207|Vemgo-Mabas|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200208|Wandala|namebases-africa.js|47|ns|0|4|12|Africa|Chadic|YES|NO
200208|Wandala|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200209|Warji|namebases-africa.js|45|ns|0|4|12|Africa|Chadic|YES|NO
200209|Warji|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200210|Weh|namebases-africa.js|43|kos|0|4|12|Africa|Niger-Congo|YES|NO
200210|Weh|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200211|West Banda|namebases-africa.js|44|fks|0|4|12|Africa|Ubangian|YES|NO
200211|West Banda|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Ubangian|NO|NO
200212|Western Somali|namebases-africa.js|44|s|0|4|12|Africa|Cushitic|YES|NO
200212|Western Somali|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Cushitic|NO|NO
200213|Wuzlam|namebases-africa.js|44|lnrt|0|4|12|Africa|Chadic|YES|NO
200213|Wuzlam|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200214|Yangere|namebases-africa.js|47|s|0|4|12|Africa|Ubangian|YES|NO
200214|Yangere|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Ubangian|NO|NO
200215|Yedina|namebases-africa.js|45|s|0|4|12|Africa|Chadic|YES|NO
200215|Yedina|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200216|Yeyi|namebases-africa.js|49|ns|0|4|12|Africa|Niger-Congo|YES|NO
200216|Yeyi|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200217|Yiwom|namebases-africa.js|43|amo|0|4|12|Africa|Chadic|YES|NO
200217|Yiwom|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200218|Yoruba alt code|namebases-africa.js|54|fks|0|4|12|Africa|Yoruboid|YES|NO
200218|Yoruba alt code|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Yoruboid|NO|NO
200219|Zaghawa|namebases-africa.js|41|lnrt|0|4|12|Africa|Nilo-Saharan|YES|NO
200219|Zaghawa|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Nilo-Saharan|NO|NO
200220|Zari|namebases-africa.js|46|ls|0|4|12|Africa|Chadic|YES|NO
200220|Zari|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200221|Zeem|namebases-africa.js|46|kos|0|4|12|Africa|Chadic|YES|NO
200221|Zeem|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200222|Zemba|namebases-africa.js|36|ekos|0|4|12|Africa|Niger-Congo|YES|NO
200222|Zemba|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Niger-Congo|NO|NO
200223|Zenaga|namebases-africa.js|44|lnrt|0|4|12|Africa|Western Berber|YES|NO
200223|Zenaga|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Western Berber|NO|NO
200224|Zirenkel|namebases-africa.js|49|fst|0|4|12|Africa|Chadic|YES|NO
200224|Zirenkel|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200225|Zizilivakan|namebases-africa.js|44|bns|0|4|12|Africa|Chadic|YES|NO
200225|Zizilivakan|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200226|Zulgo-Gemzek|namebases-africa.js|45|s|0|4|12|Africa|Chadic|YES|NO
200226|Zulgo-Gemzek|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200227|Zumaya|namebases-africa.js|44|s|0|4|12|Africa|Chadic|YES|NO
200227|Zumaya|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200228|Zumbun|namebases-africa.js|46|s|0|4|12|Africa|Chadic|YES|NO
200228|Zumbun|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Chadic|NO|NO
200229|ǂKxʼaoǁʼae|namebases-africa.js|48|kos|0|4|12|Africa|Kx'a|YES|NO
200229|ǂKxʼaoǁʼae|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Kx'a|NO|NO
200230|ǂʼAmkoe|namebases-africa.js|48|amo|0|4|12|Africa|Kx'a|YES|NO
200230|ǂʼAmkoe|namebases-dedicated.js|20|lnrt|0|4|12|Africa|Kx'a|NO|NO
200231|Spanglish|namebases-northAmerica.js|32|lnrt|0|4|12|Americas|English-based|YES|NO
200231|Spanglish|namebases-dedicated.js|20|lnrt|0|4|12|Americas|English-based|NO|NO
200232|Naukan|namebases-europe.js|45|lr|0|4|12|Arctic|Yupik|YES|NO
200232|Naukan|namebases-dedicated.js|20|lnrt|0|4|12|Arctic|Yupik|NO|NO
200233|Sirenik|namebases-europe.js|38|gilnu|0|4|12|Arctic|Yupik|YES|NO
200233|Sirenik|namebases-dedicated.js|20|lnrt|0|4|12|Arctic|Yupik|NO|NO
200234|Yuit|namebases-europe.js|42|glnu|0|4|12|Arctic|Yupik|YES|NO
200234|Yuit|namebases-dedicated.js|20|lnrt|0|4|12|Arctic|Yupik|NO|NO
200235|A'Tong|namebases-asia.js|29|flpr|0|4|12|Asia|Boro-Garo|YES|NO
200235|A'Tong|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Boro-Garo|NO|NO
200236|Achhami (Doteli)|namebases-asia.js|25|glr|0|4|12|Asia|Doteli|YES|NO
200236|Achhami (Doteli)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Doteli|NO|NO
200237|Alak|namebases-asia.js|23|h|0|4|12|Asia|Bahnaric|NO|NO
200237|Alak|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bahnaric|NO|NO
200238|Alchuka|namebases-asia.js|29|nt|0|4|12|Asia|Jurchenic|YES|NO
200238|Alchuka|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Jurchenic|NO|NO
200239|Allar|namebases-asia.js|27|lnrt|0|4|12|Asia|South Dravidian|YES|NO
200239|Allar|namebases-dedicated.js|20|lnrt|0|4|12|Asia|South Dravidian|NO|NO
200240|Ambonese Malay|namebases-asia.js|25|klnopst|0|4|12|Asia|Malay-based|YES|NO
200240|Ambonese Malay|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Malay-based|NO|NO
200241|Angika|namebases-asia.js|25|lnrt|0|4|12|Asia|Bihari|YES|NO
200241|Angika|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bihari|NO|NO
200242|Attapady Kurumba|namebases-asia.js|27|frt|0|4|12|Asia|South Dravidian|YES|NO
200242|Attapady Kurumba|namebases-dedicated.js|20|lnrt|0|4|12|Asia|South Dravidian|NO|NO
200243|Awadhi|namebases-asia.js|25|klnopst|0|4|12|Asia|Eastern Hindi|YES|NO
200243|Awadhi|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Eastern Hindi|NO|NO
200244|Baba Malay|namebases-asia.js|20|ln|0|4|12|Asia|Malay-based|NO|NO
200244|Baba Malay|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Malay-based|NO|NO
200245|Bagheli|namebases-asia.js|25|c|0|4|12|Asia|Eastern Hindi|YES|NO
200245|Bagheli|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Eastern Hindi|NO|NO
200246|Baitadeli (Doteli)|namebases-asia.js|25|ln|0|4|12|Asia|Doteli|YES|NO
200246|Baitadeli (Doteli)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Doteli|NO|NO
200247|Bajhangi (Doteli)|namebases-asia.js|25|h|0|4|12|Asia|Doteli|YES|NO
200247|Bajhangi (Doteli)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Doteli|NO|NO
200248|Bajjika|namebases-asia.js|25|h|0|4|12|Asia|Bihari|YES|NO
200248|Bajjika|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bihari|NO|NO
200249|Bajureli (Doteli)|namebases-asia.js|25|frt|0|4|12|Asia|Doteli|YES|NO
200249|Bajureli (Doteli)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Doteli|NO|NO
200250|Balinese Malay|namebases-asia.js|25|h|0|4|12|Asia|Malay-based|YES|NO
200250|Balinese Malay|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Malay-based|NO|NO
200251|Banda Malay|namebases-asia.js|25|g|0|4|12|Asia|Malay-based|YES|NO
200251|Banda Malay|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Malay-based|NO|NO
200252|Bankariya|namebases-asia.js|25|lnrt|0|4|12|Asia|Indo-Aryan|YES|NO
200252|Bankariya|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200253|Be-Jizhao|namebases-asia.js|25|h|0|4|12|Asia|Tai-Kadai|YES|NO
200253|Be-Jizhao|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Tai-Kadai|NO|NO
200254|Betawi|namebases-asia.js|20|gn|0|4|12|Asia|Malay-based|NO|NO
200254|Betawi|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Malay-based|NO|NO
200255|Bhojpuri|namebases-asia.js|25|g|0|4|12|Asia|Bihari|YES|NO
200255|Bhojpuri|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bihari|NO|NO
200256|Biao Kam Sui|namebases-asia.js|25|frt|0|4|12|Asia|Kam-Sui|YES|NO
200256|Biao Kam Sui|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Kam-Sui|NO|NO
200257|Byangsi|namebases-asia.js|25|lnrt|0|4|12|Asia|West Himalayish|YES|NO
200257|Byangsi|namebases-dedicated.js|20|lnrt|0|4|12|Asia|West Himalayish|NO|NO
200258|Cao Lan|namebases-asia.js|25|h|0|4|12|Asia|Tai-Kadai|YES|NO
200258|Cao Lan|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Tai-Kadai|NO|NO
200259|Cao Miao|namebases-asia.js|25|gn|0|4|12|Asia|Kam-Sui|YES|NO
200259|Cao Miao|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Kam-Sui|NO|NO
200260|Car Nicobarese|namebases-asia.js|25|lnrt|0|4|12|Asia|Nicobarese|YES|NO
200260|Car Nicobarese|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Nicobarese|NO|NO
200261|Chakhar Mongol|namebases-asia.js|25|lost|0|4|12|Asia|Mongolic|YES|NO
200261|Chakhar Mongol|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Mongolic|NO|NO
200262|Chamling|namebases-asia.js|30|aegiu|0|4|12|Asia|Kiranti|YES|NO
200262|Chamling|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Kiranti|NO|NO
200263|Chepang (ISO)|namebases-asia.js|29|h|0|4|12|Asia|Chepangic|YES|NO
200263|Chepang (ISO)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Chepangic|NO|NO
200264|Chrau|namebases-asia.js|23|h|0|4|12|Asia|Bahnaric|NO|NO
200264|Chrau|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bahnaric|NO|NO
200265|Classical Tibetan|namebases-asia.js|25|nt|0|4|12|Asia|Bodish|YES|NO
200265|Classical Tibetan|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bodish|NO|NO
200266|Dadeldhuri (Doteli)|namebases-asia.js|25|n|0|4|12|Asia|Doteli|YES|NO
200266|Dadeldhuri (Doteli)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Doteli|NO|NO
200267|Daman|namebases-asia.js|25|h|0|4|12|Asia|Portuguese-based|YES|NO
200267|Daman|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Portuguese-based|NO|NO
200268|Danuwar|namebases-asia.js|25|s|0|4|12|Asia|Unclassified Indo-Aryan|YES|NO
200268|Danuwar|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Unclassified Indo-Aryan|NO|NO
200269|Darchuleli (Doteli)|namebases-asia.js|25|h|0|4|12|Asia|Doteli|YES|NO
200269|Darchuleli (Doteli)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Doteli|NO|NO
200270|Darkhad Mongolian|namebases-asia.js|25|h|0|4|12|Asia|Mongolic|YES|NO
200270|Darkhad Mongolian|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Mongolic|NO|NO
200271|Daur / Dagur|namebases-asia.js|25|aegiu|0|4|12|Asia|Mongolic|YES|NO
200271|Daur / Dagur|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Mongolic|NO|NO
200272|Dehwari|namebases-asia.js|25|aegiu|0|4|12|Asia|Iranian|YES|NO
200272|Dehwari|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Iranian|NO|NO
200273|Dhatki|namebases-asia.js|25|t|0|4|12|Asia|Indo-Aryan|YES|NO
200273|Dhatki|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200274|Dhundari|namebases-asia.js|29|klt|0|4|12|Asia|Rajasthani|YES|NO
200274|Dhundari|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Rajasthani|NO|NO
200275|Dili Malay|namebases-asia.js|25|t|0|4|12|Asia|Malay-based|YES|NO
200275|Dili Malay|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Malay-based|NO|NO
200276|Diu|namebases-asia.js|25|s|0|4|12|Asia|Portuguese-based|YES|NO
200276|Diu|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Portuguese-based|NO|NO
200277|Done|namebases-asia.js|25|s|0|4|12|Asia|Indo-Aryan|YES|NO
200277|Done|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200278|Dura|namebases-asia.js|29|h|0|4|12|Asia|Magaric|YES|NO
200278|Dura|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Magaric|NO|NO
200279|Ekhirit-Bulagat Buryat|namebases-asia.js|25|h|0|4|12|Asia|Mongolic|YES|NO
200279|Ekhirit-Bulagat Buryat|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Mongolic|NO|NO
200280|Ghera|namebases-asia.js|30|aegiu|0|4|12|Asia|Indo-Aryan|YES|NO
200280|Ghera|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200281|Ha Em|namebases-asia.js|25|t|0|4|12|Asia|Hlai|YES|NO
200281|Ha Em|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Hlai|NO|NO
200282|Hagei|namebases-asia.js|25|gn|0|4|12|Asia|Kra|YES|NO
200282|Hagei|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Kra|NO|NO
200283|Hailar Dagur|namebases-asia.js|25|lnrt|0|4|12|Asia|Mongolic|YES|NO
200283|Hailar Dagur|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Mongolic|NO|NO
200284|Hajong|namebases-asia.js|25|aegiu|0|4|12|Asia|Bengali–Assamese|YES|NO
200284|Hajong|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bengali–Assamese|NO|NO
200285|Halang|namebases-asia.js|23|lnrt|0|4|12|Asia|Bahnaric|NO|NO
200285|Halang|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bahnaric|NO|NO
200286|Halbi|namebases-asia.js|25|nt|0|4|12|Asia|Indo-Aryan|YES|NO
200286|Halbi|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200287|Harauti|namebases-asia.js|29|lnrt|0|4|12|Asia|Rajasthani|YES|NO
200287|Harauti|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Rajasthani|NO|NO
200288|Hazaragi|namebases-asia.js|25|t|0|4|12|Asia|Iranian|YES|NO
200288|Hazaragi|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Iranian|NO|NO
200289|Hindko, Southern|namebases-asia.js|30|lnrt|0|4|12|Asia|Indo-Aryan|YES|NO
200289|Hindko, Southern|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200290|Ho|namebases-asia.js|25|bdknt|0|4|12|Asia|Munda|YES|NO
200290|Ho|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Munda|NO|NO
200291|Ho (Munda)|namebases-asia.js|25|dn|0|4|12|Asia|Munda|YES|NO
200291|Ho (Munda)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Munda|NO|NO
200292|Hokchiu|namebases-asia.js|25|dn|0|4|12|Asia|Min|YES|NO
200292|Hokchiu|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Min|NO|NO
200293|Hokkaido Ainu|namebases-asia.js|30|lnrt|0|4|12|Asia|Hokkaido|YES|NO
200293|Hokkaido Ainu|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Hokkaido|NO|NO
200294|Hokkaido dialects|namebases-asia.js|30|kop|0|4|12|Asia|Hokkaido|YES|NO
200294|Hokkaido dialects|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Hokkaido|NO|NO
200295|Hre|namebases-asia.js|23|kop|0|4|12|Asia|Bahnaric|NO|NO
200295|Hre|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bahnaric|NO|NO
200296|Hyolmo (Yolmo)|namebases-asia.js|29|nt|0|4|12|Asia|Tibetic|YES|NO
200296|Hyolmo (Yolmo)|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Tibetic|NO|NO
200297|Indus Kohistani|namebases-asia.js|25|h|0|4|12|Asia|Dardic|YES|NO
200297|Indus Kohistani|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Dardic|NO|NO
200298|Jadgali|namebases-asia.js|25|ot|0|4|12|Asia|Iranian|YES|NO
200298|Jadgali|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Iranian|NO|NO
200299|Jandavra|namebases-asia.js|25|t|0|4|12|Asia|Indo-Aryan|YES|NO
200299|Jandavra|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
200300|Japanese macro entry|namebases-asia.js|25|dot|0|4|12|Asia|Japonic|YES|NO
200300|Japanese macro entry|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Japonic|NO|NO
200301|Jarawa|namebases-asia.js|25|ip|0|4|12|Asia|Ongan|YES|NO
200301|Jarawa|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Ongan|NO|NO
200302|Jeh|namebases-asia.js|23|lorst|0|4|12|Asia|Bahnaric|NO|NO
200302|Jeh|namebases-dedicated.js|20|lnrt|0|4|12|Asia|Bahnaric|NO|NO
