i,name,file,seeds,d,m,min,max,region,family,reviewed
200479,Sart Kalmyk,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Oirat-Kalmyk,[ ]
200480,Sauria Paharia,namebases-asia.js,30,tdnl,0,4,12,Asia,North Dravidian,[ ]
200480,Sauria Paharia,namebases-dedicated.js,28,tdnl,0,4,12,Asia,North Dravidian,[ ]
200481,Savi,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200481,Savi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200482,Sedang,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200482,Sedang,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200483,Shan macro entry,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200483,Shan macro entry,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200484,Sherpa,namebases-asia.js,30,lnrt,0,4,12,Asia,Tibetic,[ ]
200484,Sherpa,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tibetic,[ ]
200485,Shilingol / Xilingol Khalkha,namebases-asia.js,30,lnrt,0,4,12,Asia,Mongolic,[ ]
200485,Shilingol / Xilingol Khalkha,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200486,Shina,namebases-asia.js,30,lnrt,0,4,12,Asia,Dardic,[ ]
200486,Shina,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Dardic,[ ]
200487,Shina, Kohistani,namebases-asia.js,30,lnrt,0,4,12,Asia,Dardic,[ ]
200487,Shina, Kohistani,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Dardic,[ ]
200488,Shira Yugur,namebases-asia.js,30,lnrt,0,4,12,Asia,Southern Mongolic,[ ]
200488,Shira Yugur,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Southern Mongolic,[ ]
200489,Shirongol,namebases-asia.js,30,lnrt,0,4,12,Asia,Shirongolic,[ ]
200489,Shirongol,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Shirongolic,[ ]
200490,Shirwi,namebases-asia.js,30,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200490,Shirwi,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200491,Sholaga,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200491,Sholaga,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200492,Sikkimese,namebases-asia.js,30,lnrt,0,4,12,Asia,Tibetic,[ ]
200492,Sikkimese,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tibetic,[ ]
200493,Sindhi Bhil,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200493,Sindhi Bhil,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200494,Somray,namebases-asia.js,30,,0,4,12,Asia,Pearic,[ ]
200494,Somray,namebases-dedicated.js,28,,0,4,12,Asia,Pearic,[ ]
200495,Sonha,namebases-asia.js,30,tdnl,0,4,12,Asia,Western Hindi,[ ]
200495,Sonha,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Western Hindi,[ ]
200496,Sonid Mongol,namebases-asia.js,30,lnrt,0,4,12,Asia,Mongolic,[ ]
200496,Sonid Mongol,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200497,Southern Khalkha,namebases-asia.js,30,lnrt,0,4,12,Asia,Mongolic,[ ]
200497,Southern Khalkha,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200498,Southern Tai,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200498,Southern Tai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200499,Southern Thai,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200499,Southern Thai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200500,Southern Tungusic,namebases-asia.js,30,lnrt,0,4,12,Asia,Southern Tungusic,[ ]
200500,Southern Tungusic,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Southern Tungusic,[ ]
200501,Sri Lankan English,namebases-asia.js,25,lnrt,0,4,12,Asia,Germanic,[ ]
200501,Sri Lankan English,namebases-dedicated.js,25,lnrt,0,4,12,Asia,Germanic,[ ]
200502,Sri Lankan Portuguese Creole,namebases-asia.js,30,lnrs,0,4,12,Asia,Portuguese-based,[ ]
200502,Sri Lankan Portuguese Creole,namebases-dedicated.js,26,lnrs,0,4,12,Asia,Portuguese-based,[ ]
200503,Standard Tibetan,namebases-asia.js,30,lnrt,0,4,12,Asia,Bodish,[ ]
200503,Standard Tibetan,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Bodish,[ ]
200504,Standard Zhuang,namebases-asia.js,30,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200504,Standard Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200505,Stieng,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200505,Stieng,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200506,Su',namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200506,Su',namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200507,Sundanese native-speakers subset,namebases-asia.js,30,lnrt,0,4,12,Asia,Austronesian,[ ]
200507,Sundanese native-speakers subset,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Austronesian,[ ]
200508,Suoy,namebases-asia.js,30,,0,4,12,Asia,Pearic,[ ]
200508,Suoy,namebases-dedicated.js,28,,0,4,12,Asia,Pearic,[ ]
200509,Surgujia,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200509,Surgujia,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200510,Surjapuri,namebases-asia.js,30,tdnl,0,4,12,Asia,Eastern Indo-Aryan,[ ]
200510,Surjapuri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Eastern Indo-Aryan,[ ]
200511,Sylheti,namebases-asia.js,30,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200511,Sylheti,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200512,Tabghach,namebases-asia.js,30,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200512,Tabghach,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200513,Tai,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200513,Tai,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200514,Tai Daeng,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200514,Tai Daeng,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200515,Tai Don,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200515,Tai Don,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200516,Tai Hang Tong,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200516,Tai Hang Tong,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200517,Tai Khang,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200517,Tai Khang,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200518,Tai Laing,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200518,Tai Laing,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200519,Tai Long,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200519,Tai Long,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200520,Tai Lue,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200520,Tai Lue,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200521,Tai Nuea,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200521,Tai Nuea,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200522,Tai Pao,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200522,Tai Pao,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200523,Tai Song,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai,[ ]
200523,Tai Song,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai,[ ]
200524,Tai Thanh,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200524,Tai Thanh,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200525,Tai Yao,namebases-asia.js,30,,0,4,12,Asia,Tai,[ ]
200525,Tai Yao,namebases-dedicated.js,28,,0,4,12,Asia,Tai,[ ]
200526,Tai Yo (Nyaw),namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200526,Tai Yo (Nyaw),namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200527,Takua,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200527,Takua,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200528,Tamang,namebases-asia.js,30,lnrt,0,4,12,Asia,Tamangic,[ ]
200528,Tamang,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tamangic,[ ]
200529,Tampuan,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200529,Tampuan,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200530,Tanchangya,namebases-asia.js,30,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200530,Tanchangya,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200531,Tangut,namebases-asia.js,30,lnrt,0,4,12,Asia,Bodish,[ ]
200531,Tangut,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Bodish,[ ]
200532,Tariang,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200532,Tariang,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200533,Tay (Tai),namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200533,Tay (Tai),namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200534,Tay Tac,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200534,Tay Tac,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200535,Tenyidie,namebases-asia.js,30,lnrt,0,4,12,Asia,Naga,[ ]
200535,Tenyidie,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Naga,[ ]
200536,Teressa Nicobarese,namebases-asia.js,30,lnrt,0,4,12,Asia,Nicobarese,[ ]
200536,Teressa Nicobarese,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Nicobarese,[ ]
200537,Thachanadan,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200537,Thachanadan,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200538,Thai Siamese,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200538,Thai Siamese,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200539,Thakali,namebases-asia.js,30,lnrt,0,4,12,Asia,Tamangic,[ ]
200539,Thakali,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tamangic,[ ]
200540,Thangmi (Thami),namebases-asia.js,30,lnrt,0,4,12,Asia,Newaric,[ ]
200540,Thangmi (Thami),namebases-dedicated.js,28,lnrt,0,4,12,Asia,Newaric,[ ]
200541,Thar,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200541,Thar,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200542,Tharu languages,namebases-asia.js,30,lnrt,0,4,12,Asia,Tharu,[ ]
200542,Tharu languages,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tharu,[ ]
200543,Thmon,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200543,Thmon,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200544,Tichurong,namebases-asia.js,30,lnrt,0,4,12,Asia,Tibetic,[ ]
200544,Tichurong,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tibetic,[ ]
200545,Toda,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200545,Toda,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200546,Todrah,namebases-asia.js,30,,0,4,12,Asia,Bahnaric,[ ]
200546,Todrah,namebases-dedicated.js,28,,0,4,12,Asia,Bahnaric,[ ]
200547,Tongren Bonan,namebases-asia.js,30,lnrt,0,4,12,Asia,Baoanic,[ ]
200547,Tongren Bonan,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Baoanic,[ ]
200548,Torwali,namebases-asia.js,30,,0,4,12,Asia,Dardic,[ ]
200548,Torwali,namebases-dedicated.js,28,,0,4,12,Asia,Dardic,[ ]
200549,Transitional Bonan-Kangjia,namebases-asia.js,30,lnrt,0,4,12,Asia,Shirongolic,[ ]
200549,Transitional Bonan-Kangjia,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Shirongolic,[ ]
200550,Tripuri,namebases-asia.js,30,,0,4,12,Asia,Sino-Tibetan,[ ]
200550,Tripuri,namebases-dedicated.js,28,,0,4,12,Asia,Sino-Tibetan,[ ]
200551,Tsun-Lao,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200551,Tsun-Lao,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200552,Tulu,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200552,Tulu,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200553,Turung,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200553,Turung,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200554,Tuyuhun,namebases-asia.js,30,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200554,Tuyuhun,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Para-Mongolic,[ ]
200555,Udege,namebases-asia.js,30,lnrt,0,4,12,Asia,Udegheic,[ ]
200555,Udege,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Udegheic,[ ]
200556,Udegheic,namebases-asia.js,30,lnrt,0,4,12,Asia,Udegheic,[ ]
200556,Udegheic,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Udegheic,[ ]
200557,Uilta,namebases-asia.js,30,lnrt,0,4,12,Asia,Nanaic,[ ]
200557,Uilta,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Nanaic,[ ]
200558,Ulaanchab Mongol,namebases-asia.js,30,lnrt,0,4,12,Asia,Mongolic,[ ]
200558,Ulaanchab Mongol,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Mongolic,[ ]
200559,Ulch,namebases-asia.js,30,lnrt,0,4,12,Asia,Nanaic,[ ]
200559,Ulch,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Nanaic,[ ]
200560,Ushojo,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200560,Ushojo,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200561,Vaghri,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200561,Vaghri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200562,Varendri,namebases-asia.js,30,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200562,Varendri,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Bengali–Assamese,[ ]
200563,Vayu,namebases-asia.js,30,lnrt,0,4,12,Asia,Kiranti,[ ]
200563,Vayu,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Kiranti,[ ]
200564,Vietnamese Central,namebases-asia.js,30,,0,4,12,Asia,Vietic,[ ]
200564,Vietnamese Central,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200565,Vietnamese China,namebases-asia.js,30,,0,4,12,Asia,Vietic,[ ]
200565,Vietnamese China,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200566,Vietnamese Hue,namebases-asia.js,30,,0,4,12,Asia,Vietic,[ ]
200566,Vietnamese Hue,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200567,Vietnamese Northern,namebases-asia.js,30,,0,4,12,Asia,Vietic,[ ]
200567,Vietnamese Northern,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200568,Vietnamese Southern,namebases-asia.js,30,,0,4,12,Asia,Vietic,[ ]
200568,Vietnamese Southern,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200569,Vietnamese US,namebases-asia.js,30,,0,4,12,Asia,Vietic,[ ]
200569,Vietnamese US,namebases-dedicated.js,28,,0,4,12,Asia,Vietic,[ ]
200570,Vishavan,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200570,Vishavan,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200571,Wadiyara Koli,namebases-asia.js,30,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200571,Wadiyara Koli,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
200572,Wagdi,namebases-asia.js,30,tdnl,0,4,12,Asia,Rajasthani,[ ]
200572,Wagdi,namebases-dedicated.js,28,tdnl,0,4,12,Asia,Rajasthani,[ ]
200573,Walungge,namebases-asia.js,30,,0,4,12,Asia,Tibetic,[ ]
200573,Walungge,namebases-dedicated.js,28,,0,4,12,Asia,Tibetic,[ ]
200574,Wambule,namebases-asia.js,30,,0,4,12,Asia,Kiranti,[ ]
200574,Wambule,namebases-dedicated.js,28,,0,4,12,Asia,Kiranti,[ ]
200575,Wayanad Chetti,namebases-asia.js,30,tdnl,0,4,12,Asia,South Dravidian,[ ]
200575,Wayanad Chetti,namebases-dedicated.js,28,tdnl,0,4,12,Asia,South Dravidian,[ ]
200576,Waziri,namebases-asia.js,30,,0,4,12,Asia,Iranian,[ ]
200576,Waziri,namebases-dedicated.js,28,,0,4,12,Asia,Iranian,[ ]
200577,Western Khmer,namebases-asia.js,30,,0,4,12,Asia,Khmeric,[ ]
200577,Western Khmer,namebases-dedicated.js,28,,0,4,12,Asia,Khmeric,[ ]
200578,Yadgha,namebases-asia.js,30,lnrt,0,4,12,Asia,Iranian,[ ]
200578,Yadgha,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Iranian,[ ]
200579,Yakut,namebases-asia.js,30,lnot,0,4,12,Asia,Turkic,[ ]
200579,Yakut,namebases-dedicated.js,28,lnot,0,4,12,Asia,Turkic,[ ]
200580,Yang Zhuang,namebases-asia.js,30,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200580,Yang Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200581,Yei Zhuang,namebases-asia.js,30,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200581,Yei Zhuang,namebases-dedicated.js,28,lnrtkxgms,0,4,12,Asia,Tai-Kadai,[ ]
200582,Yong,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200582,Yong,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200583,Yoy,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200583,Yoy,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200584,Zakhchin,namebases-asia.js,30,lnrt,0,4,12,Asia,Oirat-Kalmyk,[ ]
200584,Zakhchin,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Oirat-Kalmyk,[ ]
200585,Zandui,namebases-asia.js,30,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200585,Zandui,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Tai-Kadai,[ ]
200586,Zhangzhung,namebases-asia.js,30,lnrt,0,4,12,Asia,Bodish,[ ]
200586,Zhangzhung,namebases-dedicated.js,28,lnrt,0,4,12,Asia,Bodish,[ ]
200587,Burarra,namebases-oceania.js,41,elo,0,4,12,Australia,Australian Aboriginal,[ ]
200587,Burarra,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200588,Dhuwal,namebases-oceania.js,39,beklors,0,4,12,Australia,Australian Aboriginal,[ ]
200588,Dhuwal,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200589,Djaru,namebases-oceania.js,44,dlory,0,4,10,Australia,Australian Aboriginal,[ ]
200589,Djaru,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200590,Djinang,namebases-oceania.js,46,eflnrs,0,4,12,Australia,Australian Aboriginal,[ ]
200590,Djinang,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200591,Gaagudju,namebases-oceania.js,40,glnr,0,4,10,Australia,Australian Aboriginal,[ ]
200591,Gaagudju,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200592,Githabul,namebases-oceania.js,47,eilnor,0,4,12,Australia,Australian Aboriginal,[ ]
200592,Githabul,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200593,Iwaidja,namebases-oceania.js,44,deglort,0,4,12,Australia,Australian Aboriginal,[ ]
200593,Iwaidja,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200594,Kaytetye,namebases-oceania.js,40,aelr,0,4,12,Australia,Australian Aboriginal,[ ]
200594,Kaytetye,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200595,Kija,namebases-oceania.js,47,elnr,0,4,12,Australia,Australian Aboriginal,[ ]
200595,Kija,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200596,Kukatja,namebases-oceania.js,50,efgilors,0,4,10,Australia,Australian Aboriginal,[ ]
200596,Kukatja,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200597,Kuku Yalanji,namebases-oceania.js,43,eglnor,0,4,12,Australia,Australian Aboriginal,[ ]
200597,Kuku Yalanji,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200598,Kungarakany,namebases-oceania.js,44,elnorstu,0,4,12,Australia,Australian Aboriginal,[ ]
200598,Kungarakany,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200599,Kunwinjku,namebases-oceania.js,50,glnors,0,4,12,Australia,Australian Aboriginal,[ ]
200599,Kunwinjku,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200600,Kuuk Thaayore,namebases-oceania.js,50,egklnory,0,4,12,Australia,Australian Aboriginal,[ ]
200600,Kuuk Thaayore,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200601,Laragia,namebases-oceania.js,50,aelnortu,0,4,10,Australia,Australian Aboriginal,[ ]
200601,Laragia,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200602,Luritja,namebases-oceania.js,50,efglors,0,4,10,Australia,Australian Aboriginal,[ ]
200602,Luritja,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200603,Manytjilyitjarra,namebases-oceania.js,50,aeflnorst,0,4,12,Australia,Australian Aboriginal,[ ]
200603,Manytjilyitjarra,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200604,Martu Wangka,namebases-oceania.js,37,elnort,0,4,10,Australia,Australian Aboriginal,[ ]
200604,Martu Wangka,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200605,Maung,namebases-oceania.js,50,elnort,0,4,10,Australia,Australian Aboriginal,[ ]
200605,Maung,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200606,Murrinh Patha,namebases-oceania.js,50,flnors,0,4,12,Australia,Australian Aboriginal,[ ]
200606,Murrinh Patha,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200607,Ngaanyatjarra,namebases-oceania.js,37,eglnprs,0,4,12,Australia,Australian Aboriginal,[ ]
200607,Ngaanyatjarra,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200608,Ngarrindjeri,namebases-oceania.js,37,elnort,0,4,12,Australia,Australian Aboriginal,[ ]
200608,Ngarrindjeri,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200609,Nunggubuyu,namebases-oceania.js,50,lnor,0,4,12,Australia,Australian Aboriginal,[ ]
200609,Nunggubuyu,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200610,Nyangumarta,namebases-oceania.js,37,eglor,0,4,10,Australia,Australian Aboriginal,[ ]
200610,Nyangumarta,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200611,palawa kani,namebases-oceania.js,50,elnort,0,4,12,Australia,Australian Aboriginal,[ ]
200611,palawa kani,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200612,Panyjima,namebases-oceania.js,50,elnr,0,4,10,Australia,Australian Aboriginal,[ ]
200612,Panyjima,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200613,Umbugarla,namebases-oceania.js,50,delmnort,0,4,10,Australia,Australian Aboriginal,[ ]
200613,Umbugarla,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200614,Upper Arrernte,namebases-oceania.js,50,eflnors,0,4,12,Australia,Australian Aboriginal,[ ]
200614,Upper Arrernte,namebases-dedicated.js,28,lnrt,0,4,12,Australia,Australian Aboriginal,[ ]
200615,Wadjiginy,namebases-oceania.js,50,aeflnort,0,4,10,Australia,Australian Aboriginal,[ ]
200615,Wadjiginy,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200616,Wagiman,namebases-oceania.js,50,eglnprs,0,4,10,Australia,Australian Aboriginal,[ ]
200616,Wagiman,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200617,Wajarri,namebases-oceania.js,36,eflnors,0,4,10,Australia,Australian Aboriginal,[ ]
200617,Wajarri,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200618,Walmatjarri,namebases-oceania.js,40,elnr,0,4,12,Australia,Australian Aboriginal,[ ]
200618,Walmatjarri,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200619,Wangkatha,namebases-oceania.js,36,flnors,0,4,10,Australia,Australian Aboriginal,[ ]
200619,Wangkatha,namebases-dedicated.js,28,,0,4,12,Australia,Australian Aboriginal,[ ]
200620,Warumungu,namebases-oceania.js,50,los,0,4,10,Australia,Australian Aboriginal,[ ]
